Country,Date,Percent Pop. on Internet
Jamaica,1969-01-01T00:00:00.000000+00:00,
Jordan,1969-01-01T00:00:00.000000+00:00,
Japan,1969-01-01T00:00:00.000000+00:00,
Kazakhstan,1969-01-01T00:00:00.000000+00:00,
Kenya,1969-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1969-01-01T00:00:00.000000+00:00,
Cambodia,1969-01-01T00:00:00.000000+00:00,
Kiribati,1969-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1969-01-01T00:00:00.000000+00:00,
South Korea,1969-01-01T00:00:00.000000+00:00,
Kosovo,1969-01-01T00:00:00.000000+00:00,
Kuwait,1969-01-01T00:00:00.000000+00:00,
Lao,1969-01-01T00:00:00.000000+00:00,
Lebanon,1969-01-01T00:00:00.000000+00:00,
Liberia,1969-01-01T00:00:00.000000+00:00,
Libya,1969-01-01T00:00:00.000000+00:00,
St. Lucia,1969-01-01T00:00:00.000000+00:00,
Liechtenstein,1969-01-01T00:00:00.000000+00:00,
Sri Lanka,1969-01-01T00:00:00.000000+00:00,
Lesotho,1969-01-01T00:00:00.000000+00:00,
Lithuania,1969-01-01T00:00:00.000000+00:00,
Luxembourg,1969-01-01T00:00:00.000000+00:00,
Latvia,1969-01-01T00:00:00.000000+00:00,
"Macao, China",1969-01-01T00:00:00.000000+00:00,
Morocco,1969-01-01T00:00:00.000000+00:00,
Monaco,1969-01-01T00:00:00.000000+00:00,
Moldova,1969-01-01T00:00:00.000000+00:00,
Madagascar,1969-01-01T00:00:00.000000+00:00,
Maldives,1969-01-01T00:00:00.000000+00:00,0.0
Mexico,1969-01-01T00:00:00.000000+00:00,
Marshall Islands,1969-01-01T00:00:00.000000+00:00,
North Macedonia,1969-01-01T00:00:00.000000+00:00,
Mali,1969-01-01T00:00:00.000000+00:00,
Malta,1969-01-01T00:00:00.000000+00:00,
Myanmar,1969-01-01T00:00:00.000000+00:00,
Montenegro,1969-01-01T00:00:00.000000+00:00,
Mongolia,1969-01-01T00:00:00.000000+00:00,
Northern Mariana Islands,1969-01-01T00:00:00.000000+00:00,
Mozambique,1969-01-01T00:00:00.000000+00:00,
Mauritania,1969-01-01T00:00:00.000000+00:00,
Mauritius,1969-01-01T00:00:00.000000+00:00,
Malawi,1969-01-01T00:00:00.000000+00:00,
Malaysia,1969-01-01T00:00:00.000000+00:00,
Namibia,1969-01-01T00:00:00.000000+00:00,
New Caledonia,1969-01-01T00:00:00.000000+00:00,
Niger,1969-01-01T00:00:00.000000+00:00,
Nigeria,1969-01-01T00:00:00.000000+00:00,
Nicaragua,1969-01-01T00:00:00.000000+00:00,
Netherlands,1969-01-01T00:00:00.000000+00:00,
Curaçao,1969-01-01T00:00:00.000000+00:00,
Norway,1969-01-01T00:00:00.000000+00:00,
Nepal,1969-01-01T00:00:00.000000+00:00,
Nauru,1969-01-01T00:00:00.000000+00:00,
New Zealand,1969-01-01T00:00:00.000000+00:00,
Oman,1969-01-01T00:00:00.000000+00:00,
Pakistan,1969-01-01T00:00:00.000000+00:00,
Panama,1969-01-01T00:00:00.000000+00:00,
Peru,1969-01-01T00:00:00.000000+00:00,
Philippines,1969-01-01T00:00:00.000000+00:00,
Palau,1969-01-01T00:00:00.000000+00:00,
Papua New Guinea,1969-01-01T00:00:00.000000+00:00,
Poland,1969-01-01T00:00:00.000000+00:00,
Puerto Rico,1969-01-01T00:00:00.000000+00:00,
North Korea,1969-01-01T00:00:00.000000+00:00,
Portugal,1969-01-01T00:00:00.000000+00:00,
Paraguay,1969-01-01T00:00:00.000000+00:00,
Palestine,1969-01-01T00:00:00.000000+00:00,
French Polynesia,1969-01-01T00:00:00.000000+00:00,
Qatar,1969-01-01T00:00:00.000000+00:00,
Romania,1969-01-01T00:00:00.000000+00:00,
Russia,1969-01-01T00:00:00.000000+00:00,
Rwanda,1969-01-01T00:00:00.000000+00:00,
Saudi Arabia,1969-01-01T00:00:00.000000+00:00,
Sudan,1969-01-01T00:00:00.000000+00:00,
Senegal,1969-01-01T00:00:00.000000+00:00,
Singapore,1969-01-01T00:00:00.000000+00:00,
Solomon Islands,1969-01-01T00:00:00.000000+00:00,
Sierra Leone,1969-01-01T00:00:00.000000+00:00,
El Salvador,1969-01-01T00:00:00.000000+00:00,
San Marino,1969-01-01T00:00:00.000000+00:00,
Somalia,1969-01-01T00:00:00.000000+00:00,
Serbia,1969-01-01T00:00:00.000000+00:00,
South Sudan,1969-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1969-01-01T00:00:00.000000+00:00,
Suriname,1969-01-01T00:00:00.000000+00:00,
Slovak Republic,1969-01-01T00:00:00.000000+00:00,
Slovenia,1969-01-01T00:00:00.000000+00:00,
Sweden,1969-01-01T00:00:00.000000+00:00,
Eswatini,1969-01-01T00:00:00.000000+00:00,
Seychelles,1969-01-01T00:00:00.000000+00:00,
Syria,1969-01-01T00:00:00.000000+00:00,0.0
Turks and Caicos Islands,1969-01-01T00:00:00.000000+00:00,
Chad,1969-01-01T00:00:00.000000+00:00,
Togo,1969-01-01T00:00:00.000000+00:00,0.0
Thailand,1969-01-01T00:00:00.000000+00:00,0.0
Tajikistan,1969-01-01T00:00:00.000000+00:00,
Turkmenistan,1969-01-01T00:00:00.000000+00:00,
Timor-Leste,1969-01-01T00:00:00.000000+00:00,
Tonga,1969-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1969-01-01T00:00:00.000000+00:00,
Tunisia,1969-01-01T00:00:00.000000+00:00,
Turkey,1969-01-01T00:00:00.000000+00:00,
Tuvalu,1969-01-01T00:00:00.000000+00:00,
Tanzania,1969-01-01T00:00:00.000000+00:00,
Uganda,1969-01-01T00:00:00.000000+00:00,
Ukraine,1969-01-01T00:00:00.000000+00:00,
Uruguay,1969-01-01T00:00:00.000000+00:00,
United States,1969-01-01T00:00:00.000000+00:00,
Uzbekistan,1969-01-01T00:00:00.000000+00:00,
St. Vincent and the Grenadines,1969-01-01T00:00:00.000000+00:00,
Venezuela,1969-01-01T00:00:00.000000+00:00,
British Virgin Islands,1969-01-01T00:00:00.000000+00:00,
Virgin Islands (U.S.),1969-01-01T00:00:00.000000+00:00,
Vietnam,1969-01-01T00:00:00.000000+00:00,
Vanuatu,1969-01-01T00:00:00.000000+00:00,
Samoa,1969-01-01T00:00:00.000000+00:00,
Yemen,1969-01-01T00:00:00.000000+00:00,
South Africa,1969-01-01T00:00:00.000000+00:00,
Zambia,1969-01-01T00:00:00.000000+00:00,
Zimbabwe,1969-01-01T00:00:00.000000+00:00,
Aruba,1970-01-01T00:00:00.000000+00:00,
Afghanistan,1970-01-01T00:00:00.000000+00:00,
Angola,1970-01-01T00:00:00.000000+00:00,
Albania,1970-01-01T00:00:00.000000+00:00,
Andorra,1970-01-01T00:00:00.000000+00:00,
United Arab Emirates,1970-01-01T00:00:00.000000+00:00,
Argentina,1970-01-01T00:00:00.000000+00:00,
Armenia,1970-01-01T00:00:00.000000+00:00,
American Samoa,1970-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,1970-01-01T00:00:00.000000+00:00,
Australia,1970-01-01T00:00:00.000000+00:00,
Austria,1970-01-01T00:00:00.000000+00:00,
Azerbaijan,1970-01-01T00:00:00.000000+00:00,
Burundi,1970-01-01T00:00:00.000000+00:00,
Belgium,1970-01-01T00:00:00.000000+00:00,
Benin,1970-01-01T00:00:00.000000+00:00,
Burkina Faso,1970-01-01T00:00:00.000000+00:00,
Bangladesh,1970-01-01T00:00:00.000000+00:00,
Bulgaria,1970-01-01T00:00:00.000000+00:00,
Bahrain,1970-01-01T00:00:00.000000+00:00,
Bahamas,1970-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1970-01-01T00:00:00.000000+00:00,
Belarus,1970-01-01T00:00:00.000000+00:00,
Belize,1970-01-01T00:00:00.000000+00:00,
Bermuda,1970-01-01T00:00:00.000000+00:00,
Bolivia,1970-01-01T00:00:00.000000+00:00,
Brazil,1970-01-01T00:00:00.000000+00:00,
Barbados,1970-01-01T00:00:00.000000+00:00,
Brunei,1970-01-01T00:00:00.000000+00:00,
Bhutan,1970-01-01T00:00:00.000000+00:00,
Botswana,1970-01-01T00:00:00.000000+00:00,
Central African Republic,1970-01-01T00:00:00.000000+00:00,
Canada,1970-01-01T00:00:00.000000+00:00,
Switzerland,1970-01-01T00:00:00.000000+00:00,
Chile,1970-01-01T00:00:00.000000+00:00,
China,1970-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1970-01-01T00:00:00.000000+00:00,
Cameroon,1970-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1970-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1970-01-01T00:00:00.000000+00:00,
Colombia,1970-01-01T00:00:00.000000+00:00,
Comoros,1970-01-01T00:00:00.000000+00:00,
Cape Verde,1970-01-01T00:00:00.000000+00:00,
Costa Rica,1970-01-01T00:00:00.000000+00:00,
Cuba,1970-01-01T00:00:00.000000+00:00,
Cayman Islands,1970-01-01T00:00:00.000000+00:00,
Cyprus,1970-01-01T00:00:00.000000+00:00,
Czech Republic,1970-01-01T00:00:00.000000+00:00,
Germany,1970-01-01T00:00:00.000000+00:00,
Djibouti,1970-01-01T00:00:00.000000+00:00,
Dominica,1970-01-01T00:00:00.000000+00:00,
Denmark,1970-01-01T00:00:00.000000+00:00,
Dominican Republic,1970-01-01T00:00:00.000000+00:00,
Algeria,1970-01-01T00:00:00.000000+00:00,
Ecuador,1970-01-01T00:00:00.000000+00:00,
Egypt,1970-01-01T00:00:00.000000+00:00,
Eritrea,1970-01-01T00:00:00.000000+00:00,
Spain,1970-01-01T00:00:00.000000+00:00,
Estonia,1970-01-01T00:00:00.000000+00:00,
Ethiopia,1970-01-01T00:00:00.000000+00:00,
Finland,1970-01-01T00:00:00.000000+00:00,
Fiji,1970-01-01T00:00:00.000000+00:00,
France,1970-01-01T00:00:00.000000+00:00,
Faeroe Islands,1970-01-01T00:00:00.000000+00:00,
"Micronesia, Fed. Sts.",1970-01-01T00:00:00.000000+00:00,
Gabon,1970-01-01T00:00:00.000000+00:00,
United Kingdom,1970-01-01T00:00:00.000000+00:00,
Georgia,1970-01-01T00:00:00.000000+00:00,
Ghana,1970-01-01T00:00:00.000000+00:00,
Gibraltar,1970-01-01T00:00:00.000000+00:00,
Guinea,1970-01-01T00:00:00.000000+00:00,
Gambia,1970-01-01T00:00:00.000000+00:00,
Guinea-Bissau,1970-01-01T00:00:00.000000+00:00,
Equatorial Guinea,1970-01-01T00:00:00.000000+00:00,
Greece,1970-01-01T00:00:00.000000+00:00,
Grenada,1970-01-01T00:00:00.000000+00:00,
Greenland,1970-01-01T00:00:00.000000+00:00,
Guatemala,1970-01-01T00:00:00.000000+00:00,
Guam,1970-01-01T00:00:00.000000+00:00,
Guyana,1970-01-01T00:00:00.000000+00:00,
"Hong Kong, China",1970-01-01T00:00:00.000000+00:00,
Honduras,1970-01-01T00:00:00.000000+00:00,
Croatia,1970-01-01T00:00:00.000000+00:00,
Haiti,1970-01-01T00:00:00.000000+00:00,
Hungary,1970-01-01T00:00:00.000000+00:00,
Indonesia,1970-01-01T00:00:00.000000+00:00,
India,1970-01-01T00:00:00.000000+00:00,
Ireland,1970-01-01T00:00:00.000000+00:00,
Iran,1970-01-01T00:00:00.000000+00:00,
Iraq,1970-01-01T00:00:00.000000+00:00,
Iceland,1970-01-01T00:00:00.000000+00:00,
Israel,1970-01-01T00:00:00.000000+00:00,
Italy,1970-01-01T00:00:00.000000+00:00,
Jamaica,1970-01-01T00:00:00.000000+00:00,
Jordan,1970-01-01T00:00:00.000000+00:00,
Japan,1970-01-01T00:00:00.000000+00:00,
Kazakhstan,1970-01-01T00:00:00.000000+00:00,
Kenya,1970-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1970-01-01T00:00:00.000000+00:00,
Cambodia,1970-01-01T00:00:00.000000+00:00,
Kiribati,1970-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1970-01-01T00:00:00.000000+00:00,
South Korea,1970-01-01T00:00:00.000000+00:00,
Kosovo,1970-01-01T00:00:00.000000+00:00,
Kuwait,1970-01-01T00:00:00.000000+00:00,
Lao,1970-01-01T00:00:00.000000+00:00,
Lebanon,1970-01-01T00:00:00.000000+00:00,
Liberia,1970-01-01T00:00:00.000000+00:00,
Libya,1970-01-01T00:00:00.000000+00:00,
St. Lucia,1970-01-01T00:00:00.000000+00:00,
Liechtenstein,1970-01-01T00:00:00.000000+00:00,
Sri Lanka,1970-01-01T00:00:00.000000+00:00,
Lesotho,1970-01-01T00:00:00.000000+00:00,
Lithuania,1970-01-01T00:00:00.000000+00:00,
Luxembourg,1970-01-01T00:00:00.000000+00:00,
Latvia,1970-01-01T00:00:00.000000+00:00,
"Macao, China",1970-01-01T00:00:00.000000+00:00,
Morocco,1970-01-01T00:00:00.000000+00:00,
Monaco,1970-01-01T00:00:00.000000+00:00,
Moldova,1970-01-01T00:00:00.000000+00:00,
Madagascar,1970-01-01T00:00:00.000000+00:00,
Maldives,1970-01-01T00:00:00.000000+00:00,
Mexico,1970-01-01T00:00:00.000000+00:00,
Marshall Islands,1970-01-01T00:00:00.000000+00:00,
North Macedonia,1970-01-01T00:00:00.000000+00:00,
Mali,1970-01-01T00:00:00.000000+00:00,
Malta,1970-01-01T00:00:00.000000+00:00,
Myanmar,1970-01-01T00:00:00.000000+00:00,
Montenegro,1970-01-01T00:00:00.000000+00:00,
Mongolia,1970-01-01T00:00:00.000000+00:00,
Northern Mariana Islands,1970-01-01T00:00:00.000000+00:00,
Mozambique,1970-01-01T00:00:00.000000+00:00,
Mauritania,1970-01-01T00:00:00.000000+00:00,
Mauritius,1970-01-01T00:00:00.000000+00:00,
Malawi,1970-01-01T00:00:00.000000+00:00,
Malaysia,1970-01-01T00:00:00.000000+00:00,
Namibia,1970-01-01T00:00:00.000000+00:00,
New Caledonia,1970-01-01T00:00:00.000000+00:00,
Niger,1970-01-01T00:00:00.000000+00:00,
Nigeria,1970-01-01T00:00:00.000000+00:00,
Nicaragua,1970-01-01T00:00:00.000000+00:00,
Netherlands,1970-01-01T00:00:00.000000+00:00,
Curaçao,1970-01-01T00:00:00.000000+00:00,
Norway,1970-01-01T00:00:00.000000+00:00,
Nepal,1970-01-01T00:00:00.000000+00:00,
Nauru,1970-01-01T00:00:00.000000+00:00,
New Zealand,1970-01-01T00:00:00.000000+00:00,
Oman,1970-01-01T00:00:00.000000+00:00,
Pakistan,1970-01-01T00:00:00.000000+00:00,
Panama,1970-01-01T00:00:00.000000+00:00,
Peru,1970-01-01T00:00:00.000000+00:00,
Philippines,1970-01-01T00:00:00.000000+00:00,
Palau,1970-01-01T00:00:00.000000+00:00,
Papua New Guinea,1970-01-01T00:00:00.000000+00:00,
Poland,1970-01-01T00:00:00.000000+00:00,
Puerto Rico,1970-01-01T00:00:00.000000+00:00,
North Korea,1970-01-01T00:00:00.000000+00:00,
Portugal,1970-01-01T00:00:00.000000+00:00,
Paraguay,1970-01-01T00:00:00.000000+00:00,
Palestine,1970-01-01T00:00:00.000000+00:00,
French Polynesia,1970-01-01T00:00:00.000000+00:00,
Qatar,1970-01-01T00:00:00.000000+00:00,
Romania,1970-01-01T00:00:00.000000+00:00,
Russia,1970-01-01T00:00:00.000000+00:00,
Rwanda,1970-01-01T00:00:00.000000+00:00,
Saudi Arabia,1970-01-01T00:00:00.000000+00:00,
Sudan,1970-01-01T00:00:00.000000+00:00,
Senegal,1970-01-01T00:00:00.000000+00:00,
Singapore,1970-01-01T00:00:00.000000+00:00,
Solomon Islands,1970-01-01T00:00:00.000000+00:00,
Sierra Leone,1970-01-01T00:00:00.000000+00:00,
El Salvador,1970-01-01T00:00:00.000000+00:00,
San Marino,1970-01-01T00:00:00.000000+00:00,
Somalia,1970-01-01T00:00:00.000000+00:00,
Serbia,1970-01-01T00:00:00.000000+00:00,
South Sudan,1970-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1970-01-01T00:00:00.000000+00:00,
Suriname,1970-01-01T00:00:00.000000+00:00,
Slovak Republic,1970-01-01T00:00:00.000000+00:00,
Slovenia,1970-01-01T00:00:00.000000+00:00,
Sweden,1970-01-01T00:00:00.000000+00:00,
Eswatini,1970-01-01T00:00:00.000000+00:00,
Seychelles,1970-01-01T00:00:00.000000+00:00,
Syria,1970-01-01T00:00:00.000000+00:00,
Turks and Caicos Islands,1970-01-01T00:00:00.000000+00:00,
Chad,1970-01-01T00:00:00.000000+00:00,
Togo,1970-01-01T00:00:00.000000+00:00,
Thailand,1970-01-01T00:00:00.000000+00:00,
Tajikistan,1970-01-01T00:00:00.000000+00:00,
Turkmenistan,1970-01-01T00:00:00.000000+00:00,
Timor-Leste,1970-01-01T00:00:00.000000+00:00,
Tonga,1970-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1970-01-01T00:00:00.000000+00:00,
Tunisia,1970-01-01T00:00:00.000000+00:00,
Turkey,1970-01-01T00:00:00.000000+00:00,
Tuvalu,1970-01-01T00:00:00.000000+00:00,
Tanzania,1970-01-01T00:00:00.000000+00:00,
Uganda,1970-01-01T00:00:00.000000+00:00,
Ukraine,1970-01-01T00:00:00.000000+00:00,
Uruguay,1970-01-01T00:00:00.000000+00:00,
United States,1970-01-01T00:00:00.000000+00:00,
Uzbekistan,1970-01-01T00:00:00.000000+00:00,
St. Vincent and the Grenadines,1970-01-01T00:00:00.000000+00:00,
Venezuela,1970-01-01T00:00:00.000000+00:00,
British Virgin Islands,1970-01-01T00:00:00.000000+00:00,
Virgin Islands (U.S.),1970-01-01T00:00:00.000000+00:00,
Vietnam,1970-01-01T00:00:00.000000+00:00,
Vanuatu,1970-01-01T00:00:00.000000+00:00,
Samoa,1970-01-01T00:00:00.000000+00:00,
Yemen,1970-01-01T00:00:00.000000+00:00,
South Africa,1970-01-01T00:00:00.000000+00:00,
Zambia,1970-01-01T00:00:00.000000+00:00,
Zimbabwe,1970-01-01T00:00:00.000000+00:00,
Aruba,1971-01-01T00:00:00.000000+00:00,
Afghanistan,1971-01-01T00:00:00.000000+00:00,
Angola,1971-01-01T00:00:00.000000+00:00,
Albania,1971-01-01T00:00:00.000000+00:00,
Andorra,1971-01-01T00:00:00.000000+00:00,
United Arab Emirates,1971-01-01T00:00:00.000000+00:00,
Argentina,1971-01-01T00:00:00.000000+00:00,
Armenia,1971-01-01T00:00:00.000000+00:00,
American Samoa,1971-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,1971-01-01T00:00:00.000000+00:00,
Australia,1971-01-01T00:00:00.000000+00:00,
Austria,1971-01-01T00:00:00.000000+00:00,
Azerbaijan,1971-01-01T00:00:00.000000+00:00,
Burundi,1971-01-01T00:00:00.000000+00:00,
Belgium,1971-01-01T00:00:00.000000+00:00,
Benin,1971-01-01T00:00:00.000000+00:00,
Burkina Faso,1971-01-01T00:00:00.000000+00:00,
Bangladesh,1971-01-01T00:00:00.000000+00:00,
Bulgaria,1971-01-01T00:00:00.000000+00:00,
Bahrain,1971-01-01T00:00:00.000000+00:00,
Bahamas,1971-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1971-01-01T00:00:00.000000+00:00,
Belarus,1971-01-01T00:00:00.000000+00:00,
Belize,1971-01-01T00:00:00.000000+00:00,
Bermuda,1971-01-01T00:00:00.000000+00:00,
Bolivia,1971-01-01T00:00:00.000000+00:00,
Brazil,1971-01-01T00:00:00.000000+00:00,
Barbados,1971-01-01T00:00:00.000000+00:00,
Brunei,1971-01-01T00:00:00.000000+00:00,
Bhutan,1971-01-01T00:00:00.000000+00:00,
Botswana,1971-01-01T00:00:00.000000+00:00,
Central African Republic,1971-01-01T00:00:00.000000+00:00,
Canada,1971-01-01T00:00:00.000000+00:00,
Switzerland,1971-01-01T00:00:00.000000+00:00,
Chile,1971-01-01T00:00:00.000000+00:00,
China,1971-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1971-01-01T00:00:00.000000+00:00,
Cameroon,1971-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1971-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1971-01-01T00:00:00.000000+00:00,
Colombia,1971-01-01T00:00:00.000000+00:00,
Comoros,1971-01-01T00:00:00.000000+00:00,
Cape Verde,1971-01-01T00:00:00.000000+00:00,
Costa Rica,1971-01-01T00:00:00.000000+00:00,
Cuba,1971-01-01T00:00:00.000000+00:00,
Cayman Islands,1971-01-01T00:00:00.000000+00:00,
Cyprus,1971-01-01T00:00:00.000000+00:00,
Czech Republic,1971-01-01T00:00:00.000000+00:00,
Germany,1971-01-01T00:00:00.000000+00:00,
Djibouti,1971-01-01T00:00:00.000000+00:00,
Dominica,1971-01-01T00:00:00.000000+00:00,
Denmark,1971-01-01T00:00:00.000000+00:00,
Dominican Republic,1971-01-01T00:00:00.000000+00:00,
Algeria,1971-01-01T00:00:00.000000+00:00,
Ecuador,1971-01-01T00:00:00.000000+00:00,
Egypt,1971-01-01T00:00:00.000000+00:00,
Eritrea,1971-01-01T00:00:00.000000+00:00,
Spain,1971-01-01T00:00:00.000000+00:00,
Estonia,1971-01-01T00:00:00.000000+00:00,
Ethiopia,1971-01-01T00:00:00.000000+00:00,
Finland,1971-01-01T00:00:00.000000+00:00,
Fiji,1971-01-01T00:00:00.000000+00:00,
France,1971-01-01T00:00:00.000000+00:00,
Faeroe Islands,1971-01-01T00:00:00.000000+00:00,
"Micronesia, Fed. Sts.",1971-01-01T00:00:00.000000+00:00,
Gabon,1971-01-01T00:00:00.000000+00:00,
United Kingdom,1971-01-01T00:00:00.000000+00:00,
Georgia,1971-01-01T00:00:00.000000+00:00,
Ghana,1971-01-01T00:00:00.000000+00:00,
Gibraltar,1971-01-01T00:00:00.000000+00:00,
Guinea,1971-01-01T00:00:00.000000+00:00,
Gambia,1971-01-01T00:00:00.000000+00:00,
Guinea-Bissau,1971-01-01T00:00:00.000000+00:00,
Equatorial Guinea,1971-01-01T00:00:00.000000+00:00,
Greece,1971-01-01T00:00:00.000000+00:00,
Grenada,1971-01-01T00:00:00.000000+00:00,
Greenland,1971-01-01T00:00:00.000000+00:00,
Guatemala,1971-01-01T00:00:00.000000+00:00,
Guam,1971-01-01T00:00:00.000000+00:00,
Guyana,1971-01-01T00:00:00.000000+00:00,
"Hong Kong, China",1971-01-01T00:00:00.000000+00:00,
Honduras,1971-01-01T00:00:00.000000+00:00,
Croatia,1971-01-01T00:00:00.000000+00:00,
Haiti,1971-01-01T00:00:00.000000+00:00,
Hungary,1971-01-01T00:00:00.000000+00:00,
Indonesia,1971-01-01T00:00:00.000000+00:00,
India,1971-01-01T00:00:00.000000+00:00,
Ireland,1971-01-01T00:00:00.000000+00:00,
Iran,1971-01-01T00:00:00.000000+00:00,
Iraq,1971-01-01T00:00:00.000000+00:00,
Iceland,1971-01-01T00:00:00.000000+00:00,
Israel,1971-01-01T00:00:00.000000+00:00,
Italy,1971-01-01T00:00:00.000000+00:00,
Jamaica,1971-01-01T00:00:00.000000+00:00,
Jordan,1971-01-01T00:00:00.000000+00:00,
Japan,1971-01-01T00:00:00.000000+00:00,
Kazakhstan,1971-01-01T00:00:00.000000+00:00,
Kenya,1971-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1971-01-01T00:00:00.000000+00:00,
Cambodia,1971-01-01T00:00:00.000000+00:00,
Kiribati,1971-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1971-01-01T00:00:00.000000+00:00,
South Korea,1971-01-01T00:00:00.000000+00:00,
Kosovo,1971-01-01T00:00:00.000000+00:00,
Kuwait,1971-01-01T00:00:00.000000+00:00,
Lao,1971-01-01T00:00:00.000000+00:00,
Lebanon,1971-01-01T00:00:00.000000+00:00,
Liberia,1971-01-01T00:00:00.000000+00:00,
Libya,1971-01-01T00:00:00.000000+00:00,
St. Lucia,1971-01-01T00:00:00.000000+00:00,
Liechtenstein,1971-01-01T00:00:00.000000+00:00,
Sri Lanka,1971-01-01T00:00:00.000000+00:00,
Lesotho,1971-01-01T00:00:00.000000+00:00,
Lithuania,1971-01-01T00:00:00.000000+00:00,
Luxembourg,1971-01-01T00:00:00.000000+00:00,
Latvia,1971-01-01T00:00:00.000000+00:00,
"Macao, China",1971-01-01T00:00:00.000000+00:00,
Morocco,1971-01-01T00:00:00.000000+00:00,
Monaco,1971-01-01T00:00:00.000000+00:00,
Moldova,1971-01-01T00:00:00.000000+00:00,
Madagascar,1971-01-01T00:00:00.000000+00:00,
Maldives,1971-01-01T00:00:00.000000+00:00,
Mexico,1971-01-01T00:00:00.000000+00:00,
Marshall Islands,1971-01-01T00:00:00.000000+00:00,
North Macedonia,1971-01-01T00:00:00.000000+00:00,
Mali,1971-01-01T00:00:00.000000+00:00,
Malta,1971-01-01T00:00:00.000000+00:00,
Myanmar,1971-01-01T00:00:00.000000+00:00,
Montenegro,1971-01-01T00:00:00.000000+00:00,
Mongolia,1971-01-01T00:00:00.000000+00:00,
Northern Mariana Islands,1971-01-01T00:00:00.000000+00:00,
Mozambique,1971-01-01T00:00:00.000000+00:00,
Mauritania,1971-01-01T00:00:00.000000+00:00,
Mauritius,1971-01-01T00:00:00.000000+00:00,
Malawi,1971-01-01T00:00:00.000000+00:00,
Malaysia,1971-01-01T00:00:00.000000+00:00,
Namibia,1971-01-01T00:00:00.000000+00:00,
New Caledonia,1971-01-01T00:00:00.000000+00:00,
Niger,1971-01-01T00:00:00.000000+00:00,
Nigeria,1971-01-01T00:00:00.000000+00:00,
Nicaragua,1971-01-01T00:00:00.000000+00:00,
Netherlands,1971-01-01T00:00:00.000000+00:00,
Curaçao,1971-01-01T00:00:00.000000+00:00,
Norway,1971-01-01T00:00:00.000000+00:00,
Nepal,1971-01-01T00:00:00.000000+00:00,
Nauru,1971-01-01T00:00:00.000000+00:00,
New Zealand,1971-01-01T00:00:00.000000+00:00,
Oman,1971-01-01T00:00:00.000000+00:00,
Pakistan,1971-01-01T00:00:00.000000+00:00,
Panama,1971-01-01T00:00:00.000000+00:00,
Peru,1971-01-01T00:00:00.000000+00:00,
Philippines,1971-01-01T00:00:00.000000+00:00,
Palau,1971-01-01T00:00:00.000000+00:00,
Papua New Guinea,1971-01-01T00:00:00.000000+00:00,
Poland,1971-01-01T00:00:00.000000+00:00,
Puerto Rico,1971-01-01T00:00:00.000000+00:00,
North Korea,1971-01-01T00:00:00.000000+00:00,
Portugal,1971-01-01T00:00:00.000000+00:00,
Paraguay,1971-01-01T00:00:00.000000+00:00,
Palestine,1971-01-01T00:00:00.000000+00:00,
French Polynesia,1971-01-01T00:00:00.000000+00:00,
Qatar,1971-01-01T00:00:00.000000+00:00,
Romania,1971-01-01T00:00:00.000000+00:00,
Russia,1971-01-01T00:00:00.000000+00:00,
Rwanda,1971-01-01T00:00:00.000000+00:00,
Saudi Arabia,1971-01-01T00:00:00.000000+00:00,
Sudan,1971-01-01T00:00:00.000000+00:00,
Senegal,1971-01-01T00:00:00.000000+00:00,
Singapore,1971-01-01T00:00:00.000000+00:00,
Solomon Islands,1971-01-01T00:00:00.000000+00:00,
Sierra Leone,1971-01-01T00:00:00.000000+00:00,
El Salvador,1971-01-01T00:00:00.000000+00:00,
San Marino,1971-01-01T00:00:00.000000+00:00,
Somalia,1971-01-01T00:00:00.000000+00:00,
Serbia,1971-01-01T00:00:00.000000+00:00,
South Sudan,1971-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1971-01-01T00:00:00.000000+00:00,
Suriname,1971-01-01T00:00:00.000000+00:00,
Slovak Republic,1971-01-01T00:00:00.000000+00:00,
Slovenia,1971-01-01T00:00:00.000000+00:00,
Sweden,1971-01-01T00:00:00.000000+00:00,
Eswatini,1971-01-01T00:00:00.000000+00:00,
Seychelles,1971-01-01T00:00:00.000000+00:00,
