Country,Date,Tonnes CO2/person
Mongolia,1852-01-01T00:00:00.000000+00:00,
Mozambique,1852-01-01T00:00:00.000000+00:00,
Mauritania,1852-01-01T00:00:00.000000+00:00,
Mauritius,1852-01-01T00:00:00.000000+00:00,
Malawi,1852-01-01T00:00:00.000000+00:00,
Malaysia,1852-01-01T00:00:00.000000+00:00,
Namibia,1852-01-01T00:00:00.000000+00:00,
Niger,1852-01-01T00:00:00.000000+00:00,
Nigeria,1852-01-01T00:00:00.000000+00:00,
Nicaragua,1852-01-01T00:00:00.000000+00:00,
Netherlands,1852-01-01T00:00:00.000000+00:00,1.32
Norway,1852-01-01T00:00:00.000000+00:00,0.114
Nepal,1852-01-01T00:00:00.000000+00:00,
Nauru,1852-01-01T00:00:00.000000+00:00,
New Zealand,1852-01-01T00:00:00.000000+00:00,
Oman,1852-01-01T00:00:00.000000+00:00,
Pakistan,1852-01-01T00:00:00.000000+00:00,
Panama,1852-01-01T00:00:00.000000+00:00,
Peru,1852-01-01T00:00:00.000000+00:00,
Philippines,1852-01-01T00:00:00.000000+00:00,
Palau,1852-01-01T00:00:00.000000+00:00,
Papua New Guinea,1852-01-01T00:00:00.000000+00:00,
Poland,1852-01-01T00:00:00.000000+00:00,0.32
North Korea,1852-01-01T00:00:00.000000+00:00,
Portugal,1852-01-01T00:00:00.000000+00:00,
Paraguay,1852-01-01T00:00:00.000000+00:00,
Palestine,1852-01-01T00:00:00.000000+00:00,
Qatar,1852-01-01T00:00:00.000000+00:00,
Romania,1852-01-01T00:00:00.000000+00:00,
Russia,1852-01-01T00:00:00.000000+00:00,
Rwanda,1852-01-01T00:00:00.000000+00:00,
Saudi Arabia,1852-01-01T00:00:00.000000+00:00,
Sudan,1852-01-01T00:00:00.000000+00:00,
Senegal,1852-01-01T00:00:00.000000+00:00,
Singapore,1852-01-01T00:00:00.000000+00:00,
Solomon Islands,1852-01-01T00:00:00.000000+00:00,
Sierra Leone,1852-01-01T00:00:00.000000+00:00,
El Salvador,1852-01-01T00:00:00.000000+00:00,
Somalia,1852-01-01T00:00:00.000000+00:00,
Serbia,1852-01-01T00:00:00.000000+00:00,
South Sudan,1852-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1852-01-01T00:00:00.000000+00:00,
Suriname,1852-01-01T00:00:00.000000+00:00,
Slovak Republic,1852-01-01T00:00:00.000000+00:00,
Slovenia,1852-01-01T00:00:00.000000+00:00,
Sweden,1852-01-01T00:00:00.000000+00:00,0.0637
Eswatini,1852-01-01T00:00:00.000000+00:00,
Seychelles,1852-01-01T00:00:00.000000+00:00,
Syria,1852-01-01T00:00:00.000000+00:00,
Chad,1852-01-01T00:00:00.000000+00:00,
Togo,1852-01-01T00:00:00.000000+00:00,
Thailand,1852-01-01T00:00:00.000000+00:00,
Tajikistan,1852-01-01T00:00:00.000000+00:00,
Turkmenistan,1852-01-01T00:00:00.000000+00:00,
Timor-Leste,1852-01-01T00:00:00.000000+00:00,
Tonga,1852-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1852-01-01T00:00:00.000000+00:00,
Tunisia,1852-01-01T00:00:00.000000+00:00,
Turkey,1852-01-01T00:00:00.000000+00:00,
Tuvalu,1852-01-01T00:00:00.000000+00:00,
Taiwan,1852-01-01T00:00:00.000000+00:00,
Tanzania,1852-01-01T00:00:00.000000+00:00,
Uganda,1852-01-01T00:00:00.000000+00:00,
Ukraine,1852-01-01T00:00:00.000000+00:00,
Uruguay,1852-01-01T00:00:00.000000+00:00,
United States,1852-01-01T00:00:00.000000+00:00,1.17
Uzbekistan,1852-01-01T00:00:00.000000+00:00,
St. Vincent and the Grenadines,1852-01-01T00:00:00.000000+00:00,
Venezuela,1852-01-01T00:00:00.000000+00:00,
Vietnam,1852-01-01T00:00:00.000000+00:00,
Vanuatu,1852-01-01T00:00:00.000000+00:00,
Samoa,1852-01-01T00:00:00.000000+00:00,
Yemen,1852-01-01T00:00:00.000000+00:00,
South Africa,1852-01-01T00:00:00.000000+00:00,
Zambia,1852-01-01T00:00:00.000000+00:00,
Zimbabwe,1852-01-01T00:00:00.000000+00:00,
Afghanistan,1853-01-01T00:00:00.000000+00:00,
Angola,1853-01-01T00:00:00.000000+00:00,
Albania,1853-01-01T00:00:00.000000+00:00,
Andorra,1853-01-01T00:00:00.000000+00:00,
United Arab Emirates,1853-01-01T00:00:00.000000+00:00,
Argentina,1853-01-01T00:00:00.000000+00:00,
Armenia,1853-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,1853-01-01T00:00:00.000000+00:00,
Australia,1853-01-01T00:00:00.000000+00:00,0.0
Austria,1853-01-01T00:00:00.000000+00:00,0.783
Azerbaijan,1853-01-01T00:00:00.000000+00:00,
Burundi,1853-01-01T00:00:00.000000+00:00,
Belgium,1853-01-01T00:00:00.000000+00:00,2.86
Benin,1853-01-01T00:00:00.000000+00:00,
Burkina Faso,1853-01-01T00:00:00.000000+00:00,
Bangladesh,1853-01-01T00:00:00.000000+00:00,
Bulgaria,1853-01-01T00:00:00.000000+00:00,
Bahrain,1853-01-01T00:00:00.000000+00:00,
Bahamas,1853-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1853-01-01T00:00:00.000000+00:00,
Belarus,1853-01-01T00:00:00.000000+00:00,
Belize,1853-01-01T00:00:00.000000+00:00,
Bolivia,1853-01-01T00:00:00.000000+00:00,
Brazil,1853-01-01T00:00:00.000000+00:00,
Barbados,1853-01-01T00:00:00.000000+00:00,
Brunei,1853-01-01T00:00:00.000000+00:00,
Bhutan,1853-01-01T00:00:00.000000+00:00,
Botswana,1853-01-01T00:00:00.000000+00:00,
Central African Republic,1853-01-01T00:00:00.000000+00:00,
Canada,1853-01-01T00:00:00.000000+00:00,0.0445
Switzerland,1853-01-01T00:00:00.000000+00:00,
Chile,1853-01-01T00:00:00.000000+00:00,
China,1853-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1853-01-01T00:00:00.000000+00:00,
Cameroon,1853-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1853-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1853-01-01T00:00:00.000000+00:00,
Colombia,1853-01-01T00:00:00.000000+00:00,
Comoros,1853-01-01T00:00:00.000000+00:00,
Cape Verde,1853-01-01T00:00:00.000000+00:00,
Costa Rica,1853-01-01T00:00:00.000000+00:00,
Cuba,1853-01-01T00:00:00.000000+00:00,
Cyprus,1853-01-01T00:00:00.000000+00:00,
Czech Republic,1853-01-01T00:00:00.000000+00:00,
Germany,1853-01-01T00:00:00.000000+00:00,0.703
Djibouti,1853-01-01T00:00:00.000000+00:00,
Dominica,1853-01-01T00:00:00.000000+00:00,
Denmark,1853-01-01T00:00:00.000000+00:00,0.291
Dominican Republic,1853-01-01T00:00:00.000000+00:00,
Algeria,1853-01-01T00:00:00.000000+00:00,
Ecuador,1853-01-01T00:00:00.000000+00:00,
Egypt,1853-01-01T00:00:00.000000+00:00,
Eritrea,1853-01-01T00:00:00.000000+00:00,
Spain,1853-01-01T00:00:00.000000+00:00,0.0362
Estonia,1853-01-01T00:00:00.000000+00:00,
Ethiopia,1853-01-01T00:00:00.000000+00:00,
Finland,1853-01-01T00:00:00.000000+00:00,
Fiji,1853-01-01T00:00:00.000000+00:00,
France,1853-01-01T00:00:00.000000+00:00,0.797
"Micronesia, Fed. Sts.",1853-01-01T00:00:00.000000+00:00,
Gabon,1853-01-01T00:00:00.000000+00:00,
United Kingdom,1853-01-01T00:00:00.000000+00:00,5.0
Georgia,1853-01-01T00:00:00.000000+00:00,
Ghana,1853-01-01T00:00:00.000000+00:00,
Guinea,1853-01-01T00:00:00.000000+00:00,
Gambia,1853-01-01T00:00:00.000000+00:00,
Guinea-Bissau,1853-01-01T00:00:00.000000+00:00,
Equatorial Guinea,1853-01-01T00:00:00.000000+00:00,
Greece,1853-01-01T00:00:00.000000+00:00,
Grenada,1853-01-01T00:00:00.000000+00:00,
Guatemala,1853-01-01T00:00:00.000000+00:00,
Guyana,1853-01-01T00:00:00.000000+00:00,
"Hong Kong, China",1853-01-01T00:00:00.000000+00:00,
Honduras,1853-01-01T00:00:00.000000+00:00,
Croatia,1853-01-01T00:00:00.000000+00:00,
Haiti,1853-01-01T00:00:00.000000+00:00,
Hungary,1853-01-01T00:00:00.000000+00:00,0.0823
Indonesia,1853-01-01T00:00:00.000000+00:00,
India,1853-01-01T00:00:00.000000+00:00,
Ireland,1853-01-01T00:00:00.000000+00:00,
Iran,1853-01-01T00:00:00.000000+00:00,
Iraq,1853-01-01T00:00:00.000000+00:00,
Iceland,1853-01-01T00:00:00.000000+00:00,
Israel,1853-01-01T00:00:00.000000+00:00,
Italy,1853-01-01T00:00:00.000000+00:00,
Jamaica,1853-01-01T00:00:00.000000+00:00,
Jordan,1853-01-01T00:00:00.000000+00:00,
Japan,1853-01-01T00:00:00.000000+00:00,
Kazakhstan,1853-01-01T00:00:00.000000+00:00,
Kenya,1853-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1853-01-01T00:00:00.000000+00:00,
Cambodia,1853-01-01T00:00:00.000000+00:00,
Kiribati,1853-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1853-01-01T00:00:00.000000+00:00,
South Korea,1853-01-01T00:00:00.000000+00:00,
Kuwait,1853-01-01T00:00:00.000000+00:00,
Lao,1853-01-01T00:00:00.000000+00:00,
Lebanon,1853-01-01T00:00:00.000000+00:00,
Liberia,1853-01-01T00:00:00.000000+00:00,
Libya,1853-01-01T00:00:00.000000+00:00,
St. Lucia,1853-01-01T00:00:00.000000+00:00,
Liechtenstein,1853-01-01T00:00:00.000000+00:00,
Sri Lanka,1853-01-01T00:00:00.000000+00:00,
Lesotho,1853-01-01T00:00:00.000000+00:00,
Lithuania,1853-01-01T00:00:00.000000+00:00,
Luxembourg,1853-01-01T00:00:00.000000+00:00,
Latvia,1853-01-01T00:00:00.000000+00:00,
Morocco,1853-01-01T00:00:00.000000+00:00,
Moldova,1853-01-01T00:00:00.000000+00:00,
Madagascar,1853-01-01T00:00:00.000000+00:00,
Maldives,1853-01-01T00:00:00.000000+00:00,
Mexico,1853-01-01T00:00:00.000000+00:00,
Marshall Islands,1853-01-01T00:00:00.000000+00:00,
North Macedonia,1853-01-01T00:00:00.000000+00:00,
Mali,1853-01-01T00:00:00.000000+00:00,
Malta,1853-01-01T00:00:00.000000+00:00,
Myanmar,1853-01-01T00:00:00.000000+00:00,
Montenegro,1853-01-01T00:00:00.000000+00:00,
Mongolia,1853-01-01T00:00:00.000000+00:00,
Mozambique,1853-01-01T00:00:00.000000+00:00,
Mauritania,1853-01-01T00:00:00.000000+00:00,
Mauritius,1853-01-01T00:00:00.000000+00:00,
Malawi,1853-01-01T00:00:00.000000+00:00,
Malaysia,1853-01-01T00:00:00.000000+00:00,
Namibia,1853-01-01T00:00:00.000000+00:00,
Niger,1853-01-01T00:00:00.000000+00:00,
Nigeria,1853-01-01T00:00:00.000000+00:00,
Nicaragua,1853-01-01T00:00:00.000000+00:00,
Netherlands,1853-01-01T00:00:00.000000+00:00,1.87
Norway,1853-01-01T00:00:00.000000+00:00,0.16
Nepal,1853-01-01T00:00:00.000000+00:00,
Nauru,1853-01-01T00:00:00.000000+00:00,
New Zealand,1853-01-01T00:00:00.000000+00:00,
Oman,1853-01-01T00:00:00.000000+00:00,
Pakistan,1853-01-01T00:00:00.000000+00:00,
Panama,1853-01-01T00:00:00.000000+00:00,
Peru,1853-01-01T00:00:00.000000+00:00,
Philippines,1853-01-01T00:00:00.000000+00:00,
Palau,1853-01-01T00:00:00.000000+00:00,
Papua New Guinea,1853-01-01T00:00:00.000000+00:00,
Poland,1853-01-01T00:00:00.000000+00:00,0.35
North Korea,1853-01-01T00:00:00.000000+00:00,
Portugal,1853-01-01T00:00:00.000000+00:00,
Paraguay,1853-01-01T00:00:00.000000+00:00,
Palestine,1853-01-01T00:00:00.000000+00:00,
Qatar,1853-01-01T00:00:00.000000+00:00,
Romania,1853-01-01T00:00:00.000000+00:00,
Russia,1853-01-01T00:00:00.000000+00:00,
Rwanda,1853-01-01T00:00:00.000000+00:00,
Saudi Arabia,1853-01-01T00:00:00.000000+00:00,
Sudan,1853-01-01T00:00:00.000000+00:00,
Senegal,1853-01-01T00:00:00.000000+00:00,
Singapore,1853-01-01T00:00:00.000000+00:00,
Solomon Islands,1853-01-01T00:00:00.000000+00:00,
Sierra Leone,1853-01-01T00:00:00.000000+00:00,
El Salvador,1853-01-01T00:00:00.000000+00:00,
Somalia,1853-01-01T00:00:00.000000+00:00,
Serbia,1853-01-01T00:00:00.000000+00:00,
South Sudan,1853-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1853-01-01T00:00:00.000000+00:00,
Suriname,1853-01-01T00:00:00.000000+00:00,
Slovak Republic,1853-01-01T00:00:00.000000+00:00,
Slovenia,1853-01-01T00:00:00.000000+00:00,
Sweden,1853-01-01T00:00:00.000000+00:00,0.0936
Eswatini,1853-01-01T00:00:00.000000+00:00,
Seychelles,1853-01-01T00:00:00.000000+00:00,
Syria,1853-01-01T00:00:00.000000+00:00,
Chad,1853-01-01T00:00:00.000000+00:00,
Togo,1853-01-01T00:00:00.000000+00:00,
Thailand,1853-01-01T00:00:00.000000+00:00,
Tajikistan,1853-01-01T00:00:00.000000+00:00,
Turkmenistan,1853-01-01T00:00:00.000000+00:00,
Timor-Leste,1853-01-01T00:00:00.000000+00:00,
Tonga,1853-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1853-01-01T00:00:00.000000+00:00,
Tunisia,1853-01-01T00:00:00.000000+00:00,
Turkey,1853-01-01T00:00:00.000000+00:00,
Tuvalu,1853-01-01T00:00:00.000000+00:00,
Taiwan,1853-01-01T00:00:00.000000+00:00,
Tanzania,1853-01-01T00:00:00.000000+00:00,
Uganda,1853-01-01T00:00:00.000000+00:00,
Ukraine,1853-01-01T00:00:00.000000+00:00,
Uruguay,1853-01-01T00:00:00.000000+00:00,
United States,1853-01-01T00:00:00.000000+00:00,1.24
Uzbekistan,1853-01-01T00:00:00.000000+00:00,
St. Vincent and the Grenadines,1853-01-01T00:00:00.000000+00:00,
Venezuela,1853-01-01T00:00:00.000000+00:00,
Vietnam,1853-01-01T00:00:00.000000+00:00,
Vanuatu,1853-01-01T00:00:00.000000+00:00,
Samoa,1853-01-01T00:00:00.000000+00:00,
Yemen,1853-01-01T00:00:00.000000+00:00,
South Africa,1853-01-01T00:00:00.000000+00:00,
Zambia,1853-01-01T00:00:00.000000+00:00,
Zimbabwe,1853-01-01T00:00:00.000000+00:00,
Afghanistan,1854-01-01T00:00:00.000000+00:00,
Angola,1854-01-01T00:00:00.000000+00:00,
Albania,1854-01-01T00:00:00.000000+00:00,
Andorra,1854-01-01T00:00:00.000000+00:00,
United Arab Emirates,1854-01-01T00:00:00.000000+00:00,
Argentina,1854-01-01T00:00:00.000000+00:00,
Armenia,1854-01-01T00:00:00.000000+00:00,0.00106
Antigua and Barbuda,1854-01-01T00:00:00.000000+00:00,
Australia,1854-01-01T00:00:00.000000+00:00,0.0
Austria,1854-01-01T00:00:00.000000+00:00,0.905
Azerbaijan,1854-01-01T00:00:00.000000+00:00,0.00479
Burundi,1854-01-01T00:00:00.000000+00:00,
Belgium,1854-01-01T00:00:00.000000+00:00,2.92
Benin,1854-01-01T00:00:00.000000+00:00,
Burkina Faso,1854-01-01T00:00:00.000000+00:00,
Bangladesh,1854-01-01T00:00:00.000000+00:00,
Bulgaria,1854-01-01T00:00:00.000000+00:00,
Bahrain,1854-01-01T00:00:00.000000+00:00,
Bahamas,1854-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1854-01-01T00:00:00.000000+00:00,
Belarus,1854-01-01T00:00:00.000000+00:00,0.00278
Belize,1854-01-01T00:00:00.000000+00:00,
Bolivia,1854-01-01T00:00:00.000000+00:00,
Brazil,1854-01-01T00:00:00.000000+00:00,
Barbados,1854-01-01T00:00:00.000000+00:00,
Brunei,1854-01-01T00:00:00.000000+00:00,
Bhutan,1854-01-01T00:00:00.000000+00:00,
Botswana,1854-01-01T00:00:00.000000+00:00,
Central African Republic,1854-01-01T00:00:00.000000+00:00,
Canada,1854-01-01T00:00:00.000000+00:00,0.052
Switzerland,1854-01-01T00:00:00.000000+00:00,
Chile,1854-01-01T00:00:00.000000+00:00,
China,1854-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1854-01-01T00:00:00.000000+00:00,
Cameroon,1854-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1854-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1854-01-01T00:00:00.000000+00:00,
Colombia,1854-01-01T00:00:00.000000+00:00,
Comoros,1854-01-01T00:00:00.000000+00:00,
Cape Verde,1854-01-01T00:00:00.000000+00:00,
Costa Rica,1854-01-01T00:00:00.000000+00:00,
Cuba,1854-01-01T00:00:00.000000+00:00,
Cyprus,1854-01-01T00:00:00.000000+00:00,
Czech Republic,1854-01-01T00:00:00.000000+00:00,
Germany,1854-01-01T00:00:00.000000+00:00,0.82
Djibouti,1854-01-01T00:00:00.000000+00:00,
Dominica,1854-01-01T00:00:00.000000+00:00,
Denmark,1854-01-01T00:00:00.000000+00:00,0.285
Dominican Republic,1854-01-01T00:00:00.000000+00:00,
Algeria,1854-01-01T00:00:00.000000+00:00,
Ecuador,1854-01-01T00:00:00.000000+00:00,
Egypt,1854-01-01T00:00:00.000000+00:00,
Eritrea,1854-01-01T00:00:00.000000+00:00,
Spain,1854-01-01T00:00:00.000000+00:00,0.0363
Estonia,1854-01-01T00:00:00.000000+00:00,
Ethiopia,1854-01-01T00:00:00.000000+00:00,
Finland,1854-01-01T00:00:00.000000+00:00,
Fiji,1854-01-01T00:00:00.000000+00:00,
France,1854-01-01T00:00:00.000000+00:00,0.9
"Micronesia, Fed. Sts.",1854-01-01T00:00:00.000000+00:00,
Gabon,1854-01-01T00:00:00.000000+00:00,
United Kingdom,1854-01-01T00:00:00.000000+00:00,4.66
Georgia,1854-01-01T00:00:00.000000+00:00,0.00107
Ghana,1854-01-01T00:00:00.000000+00:00,
Guinea,1854-01-01T00:00:00.000000+00:00,
Gambia,1854-01-01T00:00:00.000000+00:00,
Guinea-Bissau,1854-01-01T00:00:00.000000+00:00,
Equatorial Guinea,1854-01-01T00:00:00.000000+00:00,
Greece,1854-01-01T00:00:00.000000+00:00,
Grenada,1854-01-01T00:00:00.000000+00:00,
Guatemala,1854-01-01T00:00:00.000000+00:00,
Guyana,1854-01-01T00:00:00.000000+00:00,
"Hong Kong, China",1854-01-01T00:00:00.000000+00:00,
Honduras,1854-01-01T00:00:00.000000+00:00,
Croatia,1854-01-01T00:00:00.000000+00:00,
Haiti,1854-01-01T00:00:00.000000+00:00,
Hungary,1854-01-01T00:00:00.000000+00:00,0.0852
Indonesia,1854-01-01T00:00:00.000000+00:00,
India,1854-01-01T00:00:00.000000+00:00,
Ireland,1854-01-01T00:00:00.000000+00:00,
Iran,1854-01-01T00:00:00.000000+00:00,
Iraq,1854-01-01T00:00:00.000000+00:00,
Iceland,1854-01-01T00:00:00.000000+00:00,
Israel,1854-01-01T00:00:00.000000+00:00,
Italy,1854-01-01T00:00:00.000000+00:00,
Jamaica,1854-01-01T00:00:00.000000+00:00,
Jordan,1854-01-01T00:00:00.000000+00:00,
Japan,1854-01-01T00:00:00.000000+00:00,
Kazakhstan,1854-01-01T00:00:00.000000+00:00,0.00963
Kenya,1854-01-01T00:00:00.000000+00:00,
Kyrgyz Republic,1854-01-01T00:00:00.000000+00:00,0.00158
Cambodia,1854-01-01T00:00:00.000000+00:00,
Kiribati,1854-01-01T00:00:00.000000+00:00,
St. Kitts and Nevis,1854-01-01T00:00:00.000000+00:00,
South Korea,1854-01-01T00:00:00.000000+00:00,
Kuwait,1854-01-01T00:00:00.000000+00:00,
Lao,1854-01-01T00:00:00.000000+00:00,
Lebanon,1854-01-01T00:00:00.000000+00:00,
Liberia,1854-01-01T00:00:00.000000+00:00,
Libya,1854-01-01T00:00:00.000000+00:00,
St. Lucia,1854-01-01T00:00:00.000000+00:00,
Liechtenstein,1854-01-01T00:00:00.000000+00:00,
Sri Lanka,1854-01-01T00:00:00.000000+00:00,
Lesotho,1854-01-01T00:00:00.000000+00:00,
Lithuania,1854-01-01T00:00:00.000000+00:00,0.00175
Luxembourg,1854-01-01T00:00:00.000000+00:00,
Latvia,1854-01-01T00:00:00.000000+00:00,
Morocco,1854-01-01T00:00:00.000000+00:00,
Moldova,1854-01-01T00:00:00.000000+00:00,0.00221
Madagascar,1854-01-01T00:00:00.000000+00:00,
Maldives,1854-01-01T00:00:00.000000+00:00,
Mexico,1854-01-01T00:00:00.000000+00:00,
Marshall Islands,1854-01-01T00:00:00.000000+00:00,
North Macedonia,1854-01-01T00:00:00.000000+00:00,
Mali,1854-01-01T00:00:00.000000+00:00,
Malta,1854-01-01T00:00:00.000000+00:00,
Myanmar,1854-01-01T00:00:00.000000+00:00,
Montenegro,1854-01-01T00:00:00.000000+00:00,
Mongolia,1854-01-01T00:00:00.000000+00:00,
Mozambique,1854-01-01T00:00:00.000000+00:00,
Mauritania,1854-01-01T00:00:00.000000+00:00,
Mauritius,1854-01-01T00:00:00.000000+00:00,
Malawi,1854-01-01T00:00:00.000000+00:00,
Malaysia,1854-01-01T00:00:00.000000+00:00,
Namibia,1854-01-01T00:00:00.000000+00:00,
Niger,1854-01-01T00:00:00.000000+00:00,
Nigeria,1854-01-01T00:00:00.000000+00:00,
Nicaragua,1854-01-01T00:00:00.000000+00:00,
Netherlands,1854-01-01T00:00:00.000000+00:00,1.45
Norway,1854-01-01T00:00:00.000000+00:00,0.172
Nepal,1854-01-01T00:00:00.000000+00:00,
Nauru,1854-01-01T00:00:00.000000+00:00,
New Zealand,1854-01-01T00:00:00.000000+00:00,
Oman,1854-01-01T00:00:00.000000+00:00,
Pakistan,1854-01-01T00:00:00.000000+00:00,
Panama,1854-01-01T00:00:00.000000+00:00,
Peru,1854-01-01T00:00:00.000000+00:00,
Philippines,1854-01-01T00:00:00.000000+00:00,
Palau,1854-01-01T00:00:00.000000+00:00,
Papua New Guinea,1854-01-01T00:00:00.000000+00:00,
Poland,1854-01-01T00:00:00.000000+00:00,0.406
North Korea,1854-01-01T00:00:00.000000+00:00,
Portugal,1854-01-01T00:00:00.000000+00:00,
Paraguay,1854-01-01T00:00:00.000000+00:00,
Palestine,1854-01-01T00:00:00.000000+00:00,
Qatar,1854-01-01T00:00:00.000000+00:00,
Romania,1854-01-01T00:00:00.000000+00:00,
Russia,1854-01-01T00:00:00.000000+00:00,0.00496
Rwanda,1854-01-01T00:00:00.000000+00:00,
Saudi Arabia,1854-01-01T00:00:00.000000+00:00,
Sudan,1854-01-01T00:00:00.000000+00:00,
Senegal,1854-01-01T00:00:00.000000+00:00,
Singapore,1854-01-01T00:00:00.000000+00:00,
Solomon Islands,1854-01-01T00:00:00.000000+00:00,
Sierra Leone,1854-01-01T00:00:00.000000+00:00,
El Salvador,1854-01-01T00:00:00.000000+00:00,
Somalia,1854-01-01T00:00:00.000000+00:00,
Serbia,1854-01-01T00:00:00.000000+00:00,
South Sudan,1854-01-01T00:00:00.000000+00:00,
Sao Tome and Principe,1854-01-01T00:00:00.000000+00:00,
Suriname,1854-01-01T00:00:00.000000+00:00,
Slovak Republic,1854-01-01T00:00:00.000000+00:00,
Slovenia,1854-01-01T00:00:00.000000+00:00,
Sweden,1854-01-01T00:00:00.000000+00:00,0.0867
Eswatini,1854-01-01T00:00:00.000000+00:00,
Seychelles,1854-01-01T00:00:00.000000+00:00,
Syria,1854-01-01T00:00:00.000000+00:00,
Chad,1854-01-01T00:00:00.000000+00:00,
Togo,1854-01-01T00:00:00.000000+00:00,
Thailand,1854-01-01T00:00:00.000000+00:00,
Tajikistan,1854-01-01T00:00:00.000000+00:00,0.00118
Turkmenistan,1854-01-01T00:00:00.000000+00:00,0.00674
Timor-Leste,1854-01-01T00:00:00.000000+00:00,
Tonga,1854-01-01T00:00:00.000000+00:00,
Trinidad and Tobago,1854-01-01T00:00:00.000000+00:00,
Tunisia,1854-01-01T00:00:00.000000+00:00,
Turkey,1854-01-01T00:00:00.000000+00:00,
Tuvalu,1854-01-01T00:00:00.000000+00:00,
Taiwan,1854-01-01T00:00:00.000000+00:00,
Tanzania,1854-01-01T00:00:00.000000+00:00,
Uganda,1854-01-01T00:00:00.000000+00:00,
Ukraine,1854-01-01T00:00:00.000000+00:00,0.00421
Uruguay,1854-01-01T00:00:00.000000+00:00,
United States,1854-01-01T00:00:00.000000+00:00,1.39
Uzbekistan,1854-01-01T00:00:00.000000+00:00,0.00437
St. Vincent and the Grenadines,1854-01-01T00:00:00.000000+00:00,
Venezuela,1854-01-01T00:00:00.000000+00:00,
Vietnam,1854-01-01T00:00:00.000000+00:00,
Vanuatu,1854-01-01T00:00:00.000000+00:00,
Samoa,1854-01-01T00:00:00.000000+00:00,
Yemen,1854-01-01T00:00:00.000000+00:00,
South Africa,1854-01-01T00:00:00.000000+00:00,
Zambia,1854-01-01T00:00:00.000000+00:00,
Zimbabwe,1854-01-01T00:00:00.000000+00:00,
Afghanistan,1855-01-01T00:00:00.000000+00:00,
Angola,1855-01-01T00:00:00.000000+00:00,
Albania,1855-01-01T00:00:00.000000+00:00,
Andorra,1855-01-01T00:00:00.000000+00:00,
United Arab Emirates,1855-01-01T00:00:00.000000+00:00,
Argentina,1855-01-01T00:00:00.000000+00:00,
Armenia,1855-01-01T00:00:00.000000+00:00,
Antigua and Barbuda,1855-01-01T00:00:00.000000+00:00,
Australia,1855-01-01T00:00:00.000000+00:00,0.0
Austria,1855-01-01T00:00:00.000000+00:00,1.03
Azerbaijan,1855-01-01T00:00:00.000000+00:00,
Burundi,1855-01-01T00:00:00.000000+00:00,
Belgium,1855-01-01T00:00:00.000000+00:00,2.86
Benin,1855-01-01T00:00:00.000000+00:00,
Burkina Faso,1855-01-01T00:00:00.000000+00:00,
Bangladesh,1855-01-01T00:00:00.000000+00:00,
Bulgaria,1855-01-01T00:00:00.000000+00:00,
Bahrain,1855-01-01T00:00:00.000000+00:00,
Bahamas,1855-01-01T00:00:00.000000+00:00,
Bosnia and Herzegovina,1855-01-01T00:00:00.000000+00:00,
Belarus,1855-01-01T00:00:00.000000+00:00,
Belize,1855-01-01T00:00:00.000000+00:00,
Bolivia,1855-01-01T00:00:00.000000+00:00,
Brazil,1855-01-01T00:00:00.000000+00:00,
Barbados,1855-01-01T00:00:00.000000+00:00,
Brunei,1855-01-01T00:00:00.000000+00:00,
Bhutan,1855-01-01T00:00:00.000000+00:00,
Botswana,1855-01-01T00:00:00.000000+00:00,
Central African Republic,1855-01-01T00:00:00.000000+00:00,
Canada,1855-01-01T00:00:00.000000+00:00,0.0603
Switzerland,1855-01-01T00:00:00.000000+00:00,
Chile,1855-01-01T00:00:00.000000+00:00,
China,1855-01-01T00:00:00.000000+00:00,
Cote d'Ivoire,1855-01-01T00:00:00.000000+00:00,
Cameroon,1855-01-01T00:00:00.000000+00:00,
"Congo, Dem. Rep.",1855-01-01T00:00:00.000000+00:00,
"Congo, Rep.",1855-01-01T00:00:00.000000+00:00,
Colombia,1855-01-01T00:00:00.000000+00:00,
Comoros,1855-01-01T00:00:00.000000+00:00,
Cape Verde,1855-01-01T00:00:00.000000+00:00,
Costa Rica,1855-01-01T00:00:00.000000+00:00,
Cuba,1855-01-01T00:00:00.000000+00:00,
Cyprus,1855-01-01T00:00:00.000000+00:00,
Czech Republic,1855-01-01T00:00:00.000000+00:00,
Germany,1855-01-01T00:00:00.000000+00:00,0.88
Djibouti,1855-01-01T00:00:00.000000+00:00,
Dominica,1855-01-01T00:00:00.000000+00:00,
Denmark,1855-01-01T00:00:00.000000+00:00,0.402
